Time (s),X,Y,Z
0.11565804481506348,0.30014804005622864,-0.3594265878200531,0.8531826734542847
0.22730636596679688,0.30717897415161133,-0.3587028980255127,0.851476788520813
0.3396773338317871,0.30329984426498413,-0.3517073690891266,0.8548884987831116
0.4513063430786133,0.30766385793685913,-0.3524310290813446,0.8509894013404846
0.5629124641418457,0.30548185110092163,-0.3512249290943146,0.8517205119132996
0.6747515201568604,0.3105732202529907,-0.3514661490917206,0.850745677947998
0.7864093780517578,0.30766385793685913,-0.3521898090839386,0.8529389500617981
0.8981137275695801,0.3074214458465576,-0.35532572865486145,0.8492835164070129
1.0098469257354736,0.3069365322589874,-0.3526722490787506,0.8522078394889832
1.1292293071746826,0.3074214458465576,-0.35508450865745544,0.8505020141601562
1.248673439025879,0.30620917677879333,-0.3541196286678314,0.8517205119132996
1.368211030960083,0.3086336553096771,-0.35508450865745544,0.8509894013404846
1.4878714084625244,0.30717897415161133,-0.35508450865745544,0.8502582907676697
1.6072971820831299,0.3074214458465576,-0.3526722490787506,0.8517205119132996
1.72762131690979,0.30717897415161133,-0.35580819845199585,0.8529389500617981
1.8439242839813232,0.30814874172210693,-0.35508450865745544,0.8531826734542847
1.9633543491363525,0.30596673488616943,-0.35484328866004944,0.8539137840270996
2.0829694271087646,0.30766385793685913,-0.35484328866004944,0.8551322221755981
2.2024450302124023,0.30596673488616943,-0.353395938873291,0.8524515628814697
2.3218955993652344,0.3064516484737396,-0.353154718875885,0.8534263372421265
2.441366195678711,0.3086336553096771,-0.35508450865745544,0.8531826734542847
2.560811996459961,0.30717897415161133,-0.3538784086704254,0.8529389500617981
2.6804418563842773,0.30766385793685913,-0.3538784086704254,0.851476788520813
2.7977678775787354,0.30936098098754883,-0.3529134690761566,0.8526952862739563
2.917034149169922,0.3074214458465576,-0.35508450865745544,0.854401171207428
3.036482572555542,0.3057243227958679,-0.35532572865486145,0.8539137840270996
3.1559033393859863,0.3064516484737396,-0.35532572865486145,0.8526952862739563
3.275434970855713,0.30766385793685913,-0.3541196286678314,0.8546448945999146
3.3949825763702393,0.3069365322589874,-0.3538784086704254,0.8524515628814697
3.5143961906433105,0.30596673488616943,-0.353154718875885,0.8529389500617981
3.6338846683502197,0.30717897415161133,-0.3512249290943146,0.8529389500617981
3.7532589435577393,0.30936098098754883,-0.35484328866004944,0.8541574478149414
3.872436285018921,0.3074214458465576,-0.3541196286678314,0.853670060634613
3.9919211864471436,0.30620917677879333,-0.353395938873291,0.8524515628814697
4.111347436904907,0.3057243227958679,-0.35460206866264343,0.8548884987831116
4.230732440948486,0.3047545254230499,-0.35532572865486145,0.8534263372421265
4.350806951522827,0.30426961183547974,-0.35484328866004944,0.8551322221755981
4.4700915813446045,0.30596673488616943,-0.3538784086704254,0.8522078394889832
4.589620590209961,0.30596673488616943,-0.3543608486652374,0.853670060634613
4.709306955337524,0.3100883364677429,-0.35580819845199585,0.8529389500617981
4.828709602355957,0.3066940903663635,-0.35050123929977417,0.8526952862739563
4.948157787322998,0.30596673488616943,-0.3584616780281067,0.8526952862739563
5.067617416381836,0.30548185110092163,-0.35604941844940186,0.853670060634613
5.187072038650513,0.3040271997451782,-0.35556697845458984,0.8539137840270996
5.306556224822998,0.30596673488616943,-0.3541196286678314,0.8526952862739563
5.425868988037109,0.30596673488616943,-0.35484328866004944,0.8541574478149414
