timestamp,accel_magnitude
1698522767.4867833,1.2873170449120566
1698522768.1302445,1.126906082030081
1698522768.6229575,1.0585824430108872
1698522769.369869,1.0836788373746649
1698522770.0265336,1.0570884630522406
1698522770.7465408,1.1333809804193264
1698522771.4033144,1.0827966215943678
1698522772.0317311,1.048004507529574
1698522772.9093134,1.0935819625844918
1698522773.7425346,1.0744802452789093
1698522774.4685194,1.1097047784223453
1698522775.0933633,1.0779913749769465
1698522775.6697795,1.120451353325464
1698522776.4972155,1.0976193133172745
1698522777.2801108,1.0800513639272675
1698522778.0144846,1.0351397881554198
1698522778.488289,0.9959142190887541
1698522778.9739265,1.0867204396885135
1698522779.6514654,1.0641111550078903
1698522780.2232661,1.1219601079838053
1698522780.8483002,1.016834659398743
1698522781.3730216,0.9937331546667134
1698522782.1241145,1.075664838582335
1698522782.91271,1.0537338394251259
1698522783.4944015,1.017431389796541
1698522784.3977232,1.1191892936838452
1698522785.0489054,1.089278123460531
1698522785.7450688,1.0782370198525804
1698522786.6158347,1.0320957743602202
1698522787.3507614,1.0300196846062208
1698522788.0987525,0.9952996645209627
1698522788.7957494,1.064437741508981
1698522789.2734218,0.9821139849746232
1698522789.636251,1.0036633631216674
1698522790.2524526,1.0150725603040356
1698522790.8500814,1.0324416140786121
1698522791.5402074,1.0423775607305334
1698522792.5418954,1.0324778143968694
1698522793.0343635,1.0225707454807593
1698522793.5262597,1.074554365960303
1698522794.1723108,1.0803679934748815
1698522794.8782375,1.081336728592868
1698522795.5379858,1.036166641460171
1698522796.2419858,1.0871137069724424
1698522797.000691,1.076118465534607
1698522797.5191865,0.9975781505016467
1698522798.2198415,1.1224335670415377
1698522798.991711,1.047895119943327
1698522799.624234,1.0256831996663978
1698522800.2612646,1.0778492636981414
