timestamp,mac_1,mac_2,rssi
1698522772.5220196,2c:30:33:ed:85:ec,e4:5f:01:d4:9d:ce,-44
1698522772.7470558,2c:30:33:ed:85:ec,e4:5f:01:d4:9d:ce,-52
1698522773.342188,2c:30:33:ed:85:ec,e4:5f:01:d4:9d:ce,-44
1698522773.4990706,2c:30:33:ed:85:ec,e4:5f:01:d4:9d:ce,-51
1698522773.7911637,2c:30:33:ed:85:ec,e4:5f:01:d4:9d:ce,-51
1698522774.0228271,2c:30:33:ed:85:ec,e4:5f:01:d4:9d:ce,-41
1698522774.3497226,2c:30:33:ed:85:ec,e4:5f:01:d4:9d:ce,-53
1698522774.4684088,2c:30:33:ed:85:ec,e4:5f:01:d4:9d:ce,-43
1698522774.6052303,2c:30:33:ed:85:ec,e4:5f:01:d4:9d:ce,-52
1698522774.728428,2c:30:33:ed:85:ec,e4:5f:01:d4:9d:ce,-48
1698522774.8883688,2c:30:33:ed:85:ec,e4:5f:01:d4:9d:ce,-42
1698522775.2671819,2c:30:33:ed:85:ec,e4:5f:01:d4:9d:ce,-55
1698522775.46833,2c:30:33:ed:85:ec,e4:5f:01:d4:9d:ce,-43
1698522775.6962366,2c:30:33:ed:85:ec,e4:5f:01:d4:9d:ce,-44
1698522775.8435671,2c:30:33:ed:85:ec,e4:5f:01:d4:9d:ce,-46
1698522775.9926517,2c:30:33:ed:85:ec,e4:5f:01:d4:9d:ce,-47
1698522776.2847354,2c:30:33:ed:85:ec,e4:5f:01:d4:9d:ce,-43
1698522776.5100942,2c:30:33:ed:85:ec,e4:5f:01:d4:9d:ce,-43
1698522776.5843964,2c:30:33:ed:85:ec,e4:5f:01:d4:9d:ce,-48
1698522777.066577,2c:30:33:ed:85:ec,e4:5f:01:d4:9d:ce,-46
1698522777.2800097,2c:30:33:ed:85:ec,e4:5f:01:d4:9d:ce,-55
1698522777.4274828,2c:30:33:ed:85:ec,e4:5f:01:d4:9d:ce,-48
1698522777.6553252,2c:30:33:ed:85:ec,e4:5f:01:d4:9d:ce,-58
1698522777.8526044,2c:30:33:ed:85:ec,e4:5f:01:d4:9d:ce,-55
1698522778.047292,2c:30:33:ed:85:ec,e4:5f:01:d4:9d:ce,-53
1698522778.0605412,2c:30:33:ed:85:ec,e4:5f:01:d4:9d:ce,-53
1698522778.1559858,2c:30:33:ed:85:ec,e4:5f:01:d4:9d:ce,-52
1698522778.3794978,2c:30:33:ed:85:ec,e4:5f:01:d4:9d:ce,-51
1698522778.6027522,2c:30:33:ed:85:ec,e4:5f:01:d4:9d:ce,-48
1698522778.7489603,2c:30:33:ed:85:ec,e4:5f:01:d4:9d:ce,-47
1698522779.019258,2c:30:33:ed:85:ec,e4:5f:01:d4:9d:ce,-47
1698522779.2051826,2c:30:33:ed:85:ec,e4:5f:01:d4:9d:ce,-55
1698522779.3864079,2c:30:33:ed:85:ec,e4:5f:01:d4:9d:ce,-45
1698522779.5867245,2c:30:33:ed:85:ec,e4:5f:01:d4:9d:ce,-52
1698522779.810655,2c:30:33:ed:85:ec,e4:5f:01:d4:9d:ce,-51
1698522780.0457304,2c:30:33:ed:85:ec,e4:5f:01:d4:9d:ce,-47
1698522780.1872716,2c:30:33:ed:85:ec,e4:5f:01:d4:9d:ce,-45
1698522780.2622237,2c:30:33:ed:85:ec,e4:5f:01:d4:9d:ce,-57
1698522780.4371114,2c:30:33:ed:85:ec,e4:5f:01:d4:9d:ce,-56
1698522780.5955052,2c:30:33:ed:85:ec,e4:5f:01:d4:9d:ce,-59
1698522780.6029644,2c:30:33:ed:85:ec,e4:5f:01:d4:9d:ce,-59
1698522780.7528782,2c:30:33:ed:85:ec,e4:5f:01:d4:9d:ce,-58
1698522780.9580455,2c:30:33:ed:85:ec,e4:5f:01:d4:9d:ce,-57
1698522781.1572254,2c:30:33:ed:85:ec,e4:5f:01:d4:9d:ce,-45
1698522781.3783395,2c:30:33:ed:85:ec,e4:5f:01:d4:9d:ce,-60
1698522781.4290972,2c:30:33:ed:85:ec,e4:5f:01:d4:9d:ce,-58
1698522781.5456266,2c:30:33:ed:85:ec,e4:5f:01:d4:9d:ce,-48
1698522781.7697408,2c:30:33:ed:85:ec,e4:5f:01:d4:9d:ce,-47
1698522781.9546506,2c:30:33:ed:85:ec,e4:5f:01:d4:9d:ce,-58
1698522782.155984,2c:30:33:ed:85:ec,e4:5f:01:d4:9d:ce,-54
1698522782.3484945,2c:30:33:ed:85:ec,e4:5f:01:d4:9d:ce,-48
1698522782.5558114,2c:30:33:ed:85:ec,e4:5f:01:d4:9d:ce,-56
1698522782.7036567,2c:30:33:ed:85:ec,e4:5f:01:d4:9d:ce,-47
1698522782.9293025,2c:30:33:ed:85:ec,e4:5f:01:d4:9d:ce,-53
1698522783.1238449,2c:30:33:ed:85:ec,e4:5f:01:d4:9d:ce,-46
1698522783.552545,2c:30:33:ed:85:ec,e4:5f:01:d4:9d:ce,-46
1698522783.7757835,2c:30:33:ed:85:ec,e4:5f:01:d4:9d:ce,-46
1698522783.993197,2c:30:33:ed:85:ec,e4:5f:01:d4:9d:ce,-42
1698522784.169512,2c:30:33:ed:85:ec,e4:5f:01:d4:9d:ce,-48
1698522784.4092286,2c:30:33:ed:85:ec,e4:5f:01:d4:9d:ce,-43
1698522784.5919712,2c:30:33:ed:85:ec,e4:5f:01:d4:9d:ce,-42
1698522784.773758,2c:30:33:ed:85:ec,e4:5f:01:d4:9d:ce,-51
1698522785.1888635,2c:30:33:ed:85:ec,e4:5f:01:d4:9d:ce,-47
1698522785.1967432,2c:30:33:ed:85:ec,e4:5f:01:d4:9d:ce,-48
1698522785.5796666,2c:30:33:ed:85:ec,e4:5f:01:d4:9d:ce,-40
1698522785.773667,2c:30:33:ed:85:ec,e4:5f:01:d4:9d:ce,-47
1698522785.7788126,2c:30:33:ed:85:ec,e4:5f:01:d4:9d:ce,-47
1698522785.7907465,2c:30:33:ed:85:ec,e4:5f:01:d4:9d:ce,-47
1698522786.1142936,2c:30:33:ed:85:ec,e4:5f:01:d4:9d:ce,-40
1698522786.34427,2c:30:33:ed:85:ec,e4:5f:01:d4:9d:ce,-40
1698522786.4687088,2c:30:33:ed:85:ec,e4:5f:01:d4:9d:ce,-36
1698522786.542847,2c:30:33:ed:85:ec,e4:5f:01:d4:9d:ce,-34
1698522786.584641,2c:30:33:ed:85:ec,e4:5f:01:d4:9d:ce,-34
1698522786.5887172,2c:30:33:ed:85:ec,e4:5f:01:d4:9d:ce,-34
1698522786.784109,2c:30:33:ed:85:ec,e4:5f:01:d4:9d:ce,-29
1698522786.899369,2c:30:33:ed:85:ec,e4:5f:01:d4:9d:ce,-30
1698522787.118692,2c:30:33:ed:85:ec,e4:5f:01:d4:9d:ce,-29
1698522787.5192525,2c:30:33:ed:85:ec,e4:5f:01:d4:9d:ce,-45
1698522787.5765421,2c:30:33:ed:85:ec,e4:5f:01:d4:9d:ce,-45
1698522787.8747985,2c:30:33:ed:85:ec,e4:5f:01:d4:9d:ce,-45
1698522788.153965,2c:30:33:ed:85:ec,e4:5f:01:d4:9d:ce,-40
1698522788.2983181,2c:30:33:ed:85:ec,e4:5f:01:d4:9d:ce,-43
1698522788.4374049,2c:30:33:ed:85:ec,e4:5f:01:d4:9d:ce,-48
1698522788.7769468,2c:30:33:ed:85:ec,e4:5f:01:d4:9d:ce,-54
1698522788.9520302,2c:30:33:ed:85:ec,e4:5f:01:d4:9d:ce,-45
1698522789.090429,2c:30:33:ed:85:ec,e4:5f:01:d4:9d:ce,-44
1698522789.3175578,2c:30:33:ed:85:ec,e4:5f:01:d4:9d:ce,-54
1698522789.4140322,2c:30:33:ed:85:ec,e4:5f:01:d4:9d:ce,-51
1698522789.6589904,2c:30:33:ed:85:ec,e4:5f:01:d4:9d:ce,-45
1698522789.800049,2c:30:33:ed:85:ec,e4:5f:01:d4:9d:ce,-45
1698522790.0367365,2c:30:33:ed:85:ec,e4:5f:01:d4:9d:ce,-53
1698522790.1906126,2c:30:33:ed:85:ec,e4:5f:01:d4:9d:ce,-52
1698522790.4120438,2c:30:33:ed:85:ec,e4:5f:01:d4:9d:ce,-47
1698522790.6245024,2c:30:33:ed:85:ec,e4:5f:01:d4:9d:ce,-51
1698522790.773059,2c:30:33:ed:85:ec,e4:5f:01:d4:9d:ce,-52
1698522790.9637911,2c:30:33:ed:85:ec,e4:5f:01:d4:9d:ce,-55
1698522791.1323113,2c:30:33:ed:85:ec,e4:5f:01:d4:9d:ce,-54
1698522791.2690387,2c:30:33:ed:85:ec,e4:5f:01:d4:9d:ce,-50
1698522791.5795496,2c:30:33:ed:85:ec,e4:5f:01:d4:9d:ce,-44
1698522791.7809484,2c:30:33:ed:85:ec,e4:5f:01:d4:9d:ce,-48
1698522792.3186998,2c:30:33:ed:85:ec,e4:5f:01:d4:9d:ce,-48
1698522792.5370777,2c:30:33:ed:85:ec,e4:5f:01:d4:9d:ce,-47
1698522792.6516404,2c:30:33:ed:85:ec,e4:5f:01:d4:9d:ce,-46
1698522792.8240395,2c:30:33:ed:85:ec,e4:5f:01:d4:9d:ce,-52
1698522793.0571015,2c:30:33:ed:85:ec,e4:5f:01:d4:9d:ce,-43
1698522793.2601712,2c:30:33:ed:85:ec,e4:5f:01:d4:9d:ce,-46
1698522793.2787023,2c:30:33:ed:85:ec,e4:5f:01:d4:9d:ce,-45
1698522793.7088058,2c:30:33:ed:85:ec,e4:5f:01:d4:9d:ce,-48
1698522793.7271357,2c:30:33:ed:85:ec,e4:5f:01:d4:9d:ce,-48
1698522793.7307608,2c:30:33:ed:85:ec,e4:5f:01:d4:9d:ce,-48
1698522793.7581205,2c:30:33:ed:85:ec,e4:5f:01:d4:9d:ce,-48
1698522793.7739093,2c:30:33:ed:85:ec,e4:5f:01:d4:9d:ce,-32
1698522793.7811456,2c:30:33:ed:85:ec,e4:5f:01:d4:9d:ce,-32
1698522793.9807196,2c:30:33:ed:85:ec,e4:5f:01:d4:9d:ce,-51
1698522794.2137232,2c:30:33:ed:85:ec,e4:5f:01:d4:9d:ce,-47
1698522794.488369,2c:30:33:ed:85:ec,e4:5f:01:d4:9d:ce,-52
1698522794.6416392,2c:30:33:ed:85:ec,e4:5f:01:d4:9d:ce,-46
1698522794.878113,2c:30:33:ed:85:ec,e4:5f:01:d4:9d:ce,-46
1698522795.0501575,2c:30:33:ed:85:ec,e4:5f:01:d4:9d:ce,-51
1698522795.2203958,2c:30:33:ed:85:ec,e4:5f:01:d4:9d:ce,-49
1698522795.250938,2c:30:33:ed:85:ec,e4:5f:01:d4:9d:ce,-49
1698522795.2632627,2c:30:33:ed:85:ec,e4:5f:01:d4:9d:ce,-49
1698522795.2706025,2c:30:33:ed:85:ec,e4:5f:01:d4:9d:ce,-45
1698522795.413422,2c:30:33:ed:85:ec,e4:5f:01:d4:9d:ce,-43
1698522795.8341064,2c:30:33:ed:85:ec,e4:5f:01:d4:9d:ce,-48
1698522796.2492442,2c:30:33:ed:85:ec,e4:5f:01:d4:9d:ce,-47
1698522796.2892277,2c:30:33:ed:85:ec,e4:5f:01:d4:9d:ce,-43
1698522796.5830655,2c:30:33:ed:85:ec,e4:5f:01:d4:9d:ce,-44
1698522797.0285454,2c:30:33:ed:85:ec,e4:5f:01:d4:9d:ce,-45
1698522797.332366,2c:30:33:ed:85:ec,e4:5f:01:d4:9d:ce,-40
1698522797.507039,2c:30:33:ed:85:ec,e4:5f:01:d4:9d:ce,-55
1698522797.7410018,2c:30:33:ed:85:ec,e4:5f:01:d4:9d:ce,-42
1698522797.9259179,2c:30:33:ed:85:ec,e4:5f:01:d4:9d:ce,-51
1698522798.066041,2c:30:33:ed:85:ec,e4:5f:01:d4:9d:ce,-52
1698522798.3823013,2c:30:33:ed:85:ec,e4:5f:01:d4:9d:ce,-45
1698522798.6917217,2c:30:33:ed:85:ec,e4:5f:01:d4:9d:ce,-42
1698522798.7897847,2c:30:33:ed:85:ec,e4:5f:01:d4:9d:ce,-42
1698522798.998227,2c:30:33:ed:85:ec,e4:5f:01:d4:9d:ce,-47
1698522799.1664257,2c:30:33:ed:85:ec,e4:5f:01:d4:9d:ce,-52
1698522799.3328295,2c:30:33:ed:85:ec,e4:5f:01:d4:9d:ce,-51
1698522799.4901066,2c:30:33:ed:85:ec,e4:5f:01:d4:9d:ce,-46
1698522799.5060983,2c:30:33:ed:85:ec,e4:5f:01:d4:9d:ce,-45
1698522799.8432138,2c:30:33:ed:85:ec,e4:5f:01:d4:9d:ce,-48
1698522800.0407827,2c:30:33:ed:85:ec,e4:5f:01:d4:9d:ce,-59
1698522800.2646954,2c:30:33:ed:85:ec,e4:5f:01:d4:9d:ce,-47
