timestamp,x,y,z,rssi
1696902315.4496071,0.0033942428417503834,0.04734455421566963,0.9781991243362428,-75.0
1696902315.5070386,0.00315179699100554,0.04661617428064346,0.9799050092697144,-75.0
1696902315.5751069,0.0041215806268155575,0.047101758420467384,0.9813672304153442,-75.0
1696902315.627949,0.003879134776070714,0.04613059014081955,0.980879843235016,-75.0
1696902315.6879056,0.0033942428417503834,0.04224590957164765,0.9699134826660156,-75.0
1696902315.7349534,0.0048489184118807325,0.04783013463020325,0.9816108942031859,-75.0
1696902315.785871,0.0041215806268155575,0.04564500227570534,0.9735689163208008,-75.0
1696902315.8379998,0.002666905056685209,0.045887794345617294,0.9835605025291444,-75.0
1696902315.8887432,0.0033942428417503834,0.04613059014081955,0.9806361198425292,-75.0
1696902315.9812589,0.0036366886924952273,0.04661617428064346,0.980879843235016,-75.0
1696902316.0344784,0.0024244592059403662,0.045887794345617294,0.9806361198425292,-75.0
1696902316.105191,0.003879134776070714,0.04734455421566963,0.9789302349090576,-75.0
1696902316.2075415,0.0024244592059403662,0.045159418135881424,0.9813672304153442,-75.0
1696902316.269034,0.002909350907430053,0.04564500227570534,0.9813672304153442,-75.0
1696902316.3185828,0.0024244592059403662,0.04637338221073151,0.9796612858772278,-75.0
1696902316.3802974,0.0016971214208751915,0.04758734628558159,0.9833167791366576,-75.0
1696902316.4370275,0.0033942428417503834,0.04758734628558159,0.9803923964500428,-75.0
1696902316.5195775,0.002909350907430053,0.04127473756670952,0.9969637989997864,-75.0
1696902316.5785546,-0.00024683563970029354,0.047101758420467384,0.9818546175956726,-75.0
1696902316.635817,0.0033942428417503834,0.04734455421566963,0.9794176816940308,-75.0
1696902316.685968,0.002666905056685209,0.04661617428064346,0.982342004776001,-75.0
1696902316.7528214,0.0048489184118807325,0.04613059014081955,0.980879843235016,-75.0
1696902316.8208294,0.0021820133551955227,0.04540221393108368,0.9813672304153442,-75.0
1696902316.879475,0.001939567388035357,0.04613059014081955,0.9796612858772278,-74.0
1696902316.9473653,0.0014546754537150266,0.04831572249531746,0.9818546175956726,-74.0
1696902317.0183973,0.002666905056685209,0.04540221393108368,0.9784428477287292,-74.0
1696902317.0866015,0.002909350907430053,0.04564500227570534,0.982342004776001,-74.0
1696902317.1438782,0.0033942428417503834,0.04734455421566963,0.9806361198425292,-74.0
1696902317.1972823,0.001939567388035357,0.04564500227570534,0.9816108942031859,-74.0
1696902317.257545,0.00315179699100554,0.04783013463020325,0.9791739583015442,-74.0
1696902317.306598,0.002666905056685209,0.047101758420467384,0.9806361198425292,-74.0
1696902317.3598,0.0041215806268155575,0.045887794345617294,0.9799050092697144,-74.0
1696902317.4186184,0.0024244592059403662,0.04734455421566963,0.980879843235016,-74.0
1696902317.4719748,0.0016971214208751915,0.04637338221073151,0.9818546175956726,-74.0
1696902317.5209913,0.0016971214208751915,0.04661617428064346,0.9784428477287292,-74.0
1696902317.5747695,0.00315179699100554,0.04734455421566963,0.9803923964500428,-74.0
1696902317.635115,0.003879134776070714,0.045159418135881424,0.9789302349090576,-74.0
1696902317.6910653,0.00315179699100554,0.04637338221073151,0.980879843235016,-74.0
1696902317.7620225,0.002909350907430053,0.04491662606596947,0.9816108942031859,-74.0
1696902317.8172102,0.002666905056685209,0.04613059014081955,0.9794176816940308,-74.0
1696902317.8738565,0.00315179699100554,0.045887794345617294,0.9791739583015442,-74.0
1696902317.9301586,0.0014546754537150266,0.042731493711471565,0.9716193079948424,-74.0
1696902317.9914148,0.009212944656610487,0.043945454061031335,0.967476487159729,-74.0
1696902318.054776,0.0016971214208751915,0.04685896635055542,0.9786865711212158,-74.0
1696902318.1196358,0.0021820133551955227,0.04613059014081955,0.9806361198425292,-74.0
1696902318.1706836,0.002909350907430053,0.04685896635055542,0.9796612858772278,-74.0
1696902318.2463398,0.002666905056685209,0.04758734628558159,0.9816108942031859,-74.0
1696902318.3290744,0.0043640267103910455,0.045159418135881424,0.9781991243362428,-74.0
1696902318.3784332,0.0041215806268155575,0.04637338221073151,0.9781991243362428,-74.0
1696902318.4441185,0.0048489184118807325,0.04491662606596947,0.9769806265830994,-74.0
1696902318.5176506,0.003879134776070714,0.04151752963662148,0.958459734916687,-74.0
1696902318.572177,0.0016971214208751915,0.052928779274225235,0.9840478897094728,-74.0
1696902318.6398249,0.0007273377268575133,0.043459873646497726,0.9874596595764159,-74.0
1696902318.7104404,0.0021820133551955227,0.04904409870505333,0.9791739583015442,-74.0
1696902318.770847,0.0041215806268155575,0.047101758420467384,0.9779554605484008,-74.0
1696902318.842689,0.0024244592059403662,0.04637338221073151,0.9791739583015442,-74.0
1696902318.8988626,0.001939567388035357,0.045887794345617294,0.9816108942031859,-74.0
1696902318.9562545,0.001939567388035357,0.045887794345617294,0.9813672304153442,-74.0
1696902319.023533,0.0043640267103910455,0.042731493711471565,0.9781991243362428,-74.0
1696902319.0984561,0.007030931767076254,0.05098643898963928,0.982342004776001,-74.0
1696902319.1524966,0.00315179699100554,0.04904409870505333,0.9786865711212158,-74.0
1696902319.2071154,0.005091364029794931,0.04928689450025559,0.9745436906814576,-74.0
1696902319.2956994,0.0014546754537150266,0.0480729304254055,0.9813672304153442,-74.0
1696902319.3550234,0.0021820133551955227,0.04734455421566963,0.9789302349090576,-74.0
1696902319.4213266,0.0021820133551955227,0.04443104192614555,0.9803923964500428,-74.0
1696902319.4808233,0.005091364029794931,0.025978805497288704,0.9786865711212158,-74.0
1696902319.5372536,0.009455390274524687,0.011168458499014378,0.992089867591858,-74.0
1696902319.591243,0.0009697836940176783,0.057784635573625565,0.9774680733680724,-74.0
1696902319.6595974,0.024244591593742367,0.0019423406338319185,0.9916024804115297,-74.0
1696902319.725669,-0.058746885508298874,-0.0424557588994503,0.9984260201454164,-74.0
1696902319.7844524,0.1704394668340683,0.1330503225326538,1.1821733713150024,-74.0
