Time (s),X,Y,Z
0.11745429039001465,0.6121759414672852,0.3590902090072632,0.5768304467201233
0.18089652061462402,0.5760514736175537,0.4668901264667511,0.628494143486023
0.24349474906921387,0.615085244178772,0.49626803398132324,0.7498552203178406
0.3062877655029297,0.6000536680221558,0.6021255850791931,0.4603433310985565
0.3692965507507324,0.5447759628295898,0.7164808511734009,0.43207451701164246
0.4322171211242676,0.5632018446922302,0.8978469371795654,0.4954357147216797
0.4964616298675537,0.6800608038902283,0.5761467814445496,0.49031805992126465
0.5595722198486328,0.4839220345020294,0.5936278104782104,0.3136378526687622
0.6228837966918945,0.4856191575527191,0.43265634775161743,0.534670889377594
0.6859183311462402,0.36318397521972656,0.18816424906253815,0.5953513979911804
0.7488996982574463,0.35688039660453796,-0.11916559189558029,0.7452249526977539
0.8118774890899658,0.3066940903663635,-0.5695343613624573,0.8790145516395569
0.8743767738342285,0.20462435483932495,-0.4860701858997345,1.0722661018371582
0.937593936920166,0.17528840899467468,-0.47569748759269714,1.1967952251434326
1.001032829284668,0.172621488571167,-0.37510624527931213,1.1034592390060425
1.0644879341125488,0.30936098098754883,-0.06030647084116936,0.9582160115242004
1.1272563934326172,0.44997963309288025,0.15028859674930573,1.026207447052002
1.1900098323822021,0.5891435742378235,0.18306559324264526,0.6955108046531677
1.2531495094299316,0.6989715695381165,0.16339941322803497,0.34361258149147034
1.316152811050415,0.5695054531097412,0.4528081715106964,-0.012051429599523544
1.3791182041168213,0.5695054531097412,0.5669206976890564,-0.24994665384292603
1.4423646926879883,0.3350602686405182,1.1340841054916382,0.05946202948689461
1.5051805973052979,0.34960702061653137,1.2688339948654175,0.18131044507026672
1.5677900314331055,0.29772356152534485,0.8801230788230896,0.2831757366657257
1.6305718421936035,0.2744487524032593,0.5372999906539917,0.45230135321617126
1.6934633255004883,0.10279706865549088,0.175539031624794,0.49324241280555725
1.7595627307891846,-0.009873425588011742,-0.35460206866264343,0.7961575984954834
1.8222014904022217,-0.22560778260231018,-0.5569905638694763,1.0303502082824707
1.8850135803222656,-0.47713330388069153,-0.9752762913703918,0.9972074627876282
1.9477496147155762,-0.31570279598236084,-0.9593554139137268,0.7259728908538818
2.0103023052215576,-0.22165840864181519,-0.6416608691215515,1.0198713541030884
2.0736918449401855,-0.13156341016292572,-0.5666396617889404,1.146106243133545
2.1362717151641846,0.1697121411561966,-0.4711141586303711,0.9163001775741577
2.199889898300171,0.42937171459198,0.040060773491859436,0.857325553894043
2.262575387954712,0.5738694667816162,0.1956908106803894,0.4659483730792999
2.3252015113830566,0.6870917677879333,0.1879214495420456,-0.016389943659305573
2.388134717941284,0.6933953166007996,0.5523530840873718,-0.32105007767677307
2.450953960418701,0.7501276731491089,0.5472544431686401,-0.44734907150268555
2.5136640071868896,0.6308442950248718,1.2598507404327393,-0.11569372564554214
2.5762200355529785,0.6359356045722961,1.0634315013885498,-0.016872001811861992
2.639090061187744,0.37482139468193054,0.8922626972198486,0.1235542967915535
2.7021994590759277,0.4216134548187256,0.3399096131324768,0.6777209639549255
2.7657244205474854,0.3074214458465576,0.427072137594223,0.7033091187477112
2.8294198513031006,0.12316253036260605,0.30786100029945374,0.8132163882255554
2.8929452896118164,-0.05109497904777527,0.23356644809246063,0.7613089084625244
2.956592321395874,-0.2969432771205902,0.16631290316581726,0.64847731590271
3.019906520843506,-0.3941965401172638,0.08813370019197464,0.9538294672966003
3.08302640914917,-0.5166270136833191,-0.0632011890411377,0.8717036843299866
3.1461904048919678,-0.7024942636489868,-0.08322293311357498,1.0130478143692017
3.208793878555298,-0.7933297753334045,-0.17078793048858643,0.8146786093711853
3.2723910808563232,-0.49046245217323303,-0.7383924722671509,0.38723430037498474
3.335251569747925,-0.4522028863430023,-0.6843578219413757,0.35945284366607666
3.397952079772949,-0.44183579087257385,-0.927754819393158,0.16522645950317383
3.460752010345459,-0.4386269450187683,-0.7586554884910583,0.16303318738937378
3.5235846042633057,-0.4129560589790344,-1.0008461475372314,0.07213426381349564
3.586359739303589,-0.5968486070632935,-1.0445080995559692,-0.04049280285835266
3.649188995361328,-0.4225826561450958,-1.0001225471496582,0.548805296421051
3.7123517990112305,-0.27843061089515686,-1.0305169820785522,0.4778895378112793
3.775336503982544,0.18838047981262207,-0.3046683073043823,0.9925772547721863
3.8384993076324463,0.3503343462944031,-0.183814138174057,0.6777209639549255
3.901315927505493,0.7040629386901855,0.14494717121124268,0.30827653408050537
