date,time,dest,src,rssi
03/10/2023,15:26:32.415104,44:12:44:69:9d:d2,e4:5f:01:d4:9d:2f,-39
03/10/2023,15:26:32.421850,44:12:44:69:9d:d2,e4:5f:01:d4:9d:2f,-38
03/10/2023,15:26:32.432889,44:12:44:69:9d:d2,e4:5f:01:d4:9d:2f,-39
03/10/2023,15:26:32.436653,44:12:44:69:9d:d2,e4:5f:01:d4:9d:2f,-38
03/10/2023,15:26:32.440055,44:12:44:69:9d:d2,e4:5f:01:d4:9d:2f,-39
03/10/2023,15:26:32.450318,44:12:44:69:9d:d2,e4:5f:01:d4:9d:2f,-38
03/10/2023,15:26:34.139937,44:12:44:69:9d:d2,e4:5f:01:d4:9d:2f,-43
03/10/2023,15:26:35.027053,44:12:44:69:9d:d2,e4:5f:01:d4:9d:2f,-43
03/10/2023,15:26:35.040921,44:12:44:69:9d:d2,e4:5f:01:d4:9d:2f,-43
03/10/2023,15:26:36.003149,44:12:44:69:9d:d2,e4:5f:01:d4:9d:2f,-41
03/10/2023,15:26:36.006714,44:12:44:69:9d:d2,e4:5f:01:d4:9d:2f,-41
03/10/2023,15:26:36.010181,44:12:44:69:9d:d2,e4:5f:01:d4:9d:2f,-42
03/10/2023,15:26:36.013678,44:12:44:69:9d:d2,e4:5f:01:d4:9d:2f,-40
03/10/2023,15:26:36.017167,44:12:44:69:9d:d2,e4:5f:01:d4:9d:2f,-41
03/10/2023,15:26:36.020627,44:12:44:69:9d:d2,e4:5f:01:d4:9d:2f,-41
03/10/2023,15:26:36.050990,44:12:44:69:9d:d2,e4:5f:01:d4:9d:2f,-41
03/10/2023,15:26:36.054477,44:12:44:69:9d:d2,e4:5f:01:d4:9d:2f,-40
03/10/2023,15:26:36.057996,44:12:44:69:9d:d2,e4:5f:01:d4:9d:2f,-41
03/10/2023,15:26:36.061405,44:12:44:69:9d:d2,e4:5f:01:d4:9d:2f,-41
03/10/2023,15:26:36.064805,44:12:44:69:9d:d2,e4:5f:01:d4:9d:2f,-38
03/10/2023,15:26:36.106074,44:12:44:69:9d:d2,e4:5f:01:d4:9d:2f,-38
03/10/2023,15:26:36.109578,44:12:44:69:9d:d2,e4:5f:01:d4:9d:2f,-38
03/10/2023,15:26:36.112961,44:12:44:69:9d:d2,e4:5f:01:d4:9d:2f,-38
03/10/2023,15:26:36.116386,44:12:44:69:9d:d2,e4:5f:01:d4:9d:2f,-38
03/10/2023,15:26:36.119781,44:12:44:69:9d:d2,e4:5f:01:d4:9d:2f,-38
03/10/2023,15:26:36.123161,44:12:44:69:9d:d2,e4:5f:01:d4:9d:2f,-38
03/10/2023,15:26:36.126647,44:12:44:69:9d:d2,e4:5f:01:d4:9d:2f,-38
03/10/2023,15:26:36.130056,44:12:44:69:9d:d2,e4:5f:01:d4:9d:2f,-38
03/10/2023,15:26:36.133430,44:12:44:69:9d:d2,e4:5f:01:d4:9d:2f,-38
