date,time,dest,src,rssi
03/10/2023,15:01:31.506979,44:12:44:69:9d:d2,e4:5f:01:d4:9d:2f,-47
03/10/2023,15:01:31.513530,44:12:44:69:9d:d2,e4:5f:01:d4:9d:2f,-46
03/10/2023,15:01:31.523709,44:12:44:69:9d:d2,e4:5f:01:d4:9d:2f,-47
03/10/2023,15:01:31.527188,44:12:44:69:9d:d2,e4:5f:01:d4:9d:2f,-49
03/10/2023,15:01:31.554428,44:12:44:69:9d:d2,e4:5f:01:d4:9d:2f,-49
03/10/2023,15:01:31.561642,44:12:44:69:9d:d2,e4:5f:01:d4:9d:2f,-48
03/10/2023,15:01:31.682162,44:12:44:69:9d:d2,e4:5f:01:d4:9d:2f,-48
03/10/2023,15:01:31.769859,44:12:44:69:9d:d2,e4:5f:01:d4:9d:2f,-45
03/10/2023,15:01:31.908003,44:12:44:69:9d:d2,e4:5f:01:d4:9d:2f,-45
03/10/2023,15:01:31.953779,44:12:44:69:9d:d2,e4:5f:01:d4:9d:2f,-48
03/10/2023,15:01:32.075888,44:12:44:69:9d:d2,e4:5f:01:d4:9d:2f,-52
03/10/2023,15:01:32.118151,44:12:44:69:9d:d2,e4:5f:01:d4:9d:2f,-53
03/10/2023,15:01:32.238633,44:12:44:69:9d:d2,e4:5f:01:d4:9d:2f,-46
03/10/2023,15:01:32.276636,44:12:44:69:9d:d2,e4:5f:01:d4:9d:2f,-45
03/10/2023,15:01:32.373527,44:12:44:69:9d:d2,e4:5f:01:d4:9d:2f,-50
03/10/2023,15:01:32.498846,44:12:44:69:9d:d2,e4:5f:01:d4:9d:2f,-49
03/10/2023,15:01:32.509213,44:12:44:69:9d:d2,e4:5f:01:d4:9d:2f,-48
03/10/2023,15:01:32.512763,44:12:44:69:9d:d2,e4:5f:01:d4:9d:2f,-48
03/10/2023,15:01:32.523104,44:12:44:69:9d:d2,e4:5f:01:d4:9d:2f,-48
03/10/2023,15:01:33.312503,44:12:44:69:9d:d2,e4:5f:01:d4:9d:2f,-47
03/10/2023,15:01:33.323196,44:12:44:69:9d:d2,e4:5f:01:d4:9d:2f,-45
03/10/2023,15:01:33.326728,44:12:44:69:9d:d2,e4:5f:01:d4:9d:2f,-47
03/10/2023,15:01:33.343723,44:12:44:69:9d:d2,e4:5f:01:d4:9d:2f,-45
03/10/2023,15:01:34.156311,44:12:44:69:9d:d2,e4:5f:01:d4:9d:2f,-49
03/10/2023,15:01:34.169988,44:12:44:69:9d:d2,e4:5f:01:d4:9d:2f,-49
